id,product_type_field_id,value
7907,423,Chlordiazepoxide
7908,423,Chlordiazepoxide hydrochloride
7909,423,Chlordimeform
7910,423,Chlorendic acid
7911,423,"Chlorinated paraffins (Average chain length, C12;approximately 60 percent chlorine by weight)"
7912,423,Chloroethane (Ethyl chloride)
7913,423,Chloroform
7914,423,Chloromethyl methyl ether (technical grade)
7915,423,Chloroprene
7916,423,Chlorothalonil
7917,423,Chlorotrianisene
7918,423,Chlorozotocin
7919,423,Chlorpyrifos
7920,423,Chromium (hexavalent compounds)
7921,423,Chrysene
7922,423,Ciclosporin (Cyclosporin A; Cyclosporine)
7923,423,Cidofovir
7924,423,Cinnamyl anthranilate
7925,423,Cisplatin
7926,423,Citrus Red No. 2
7927,423,Cladribine
7928,423,Clarithromycin
7929,423,Clobetasol propionate
7930,423,Clofibrate
7931,423,Clomiphene citrate
7932,423,Clorazepate dipotassium
7933,423,CMNP (pyrazachlor)
7934,423,Cobalt [II] oxide
7935,423,Cobalt metal powder
7936,423,Cobalt sulfate
7937,423,Cobalt sulfate heptahydrate
7938,423,Codeine phosphate
7939,423,Coke oven emissions
7940,423,Colchicine
7941,423,Conjugated estrogens
7942,423,Creosotes
7943,423,Cumene
7944,423,Cupferron
7945,423,Cyanazine
7946,423,Cycasin
7947,423,Cycloate
7948,423,Cycloheximide
7949,423,Cyclopenta[cd]pyrene
7950,423,Cyclophosphamide (anhydrous)
7951,423,Cyclophosphamide (hydrated)
7952,423,Cyhexatin
7953,423,Cytarabine
7954,423,Cytembena
7955,423,D&C Orange No. 17
7956,423,D&C Red No. 19
7957,423,D&C Red No. 8
7958,423,D&C Red No. 9
7959,423,Dacarbazine
7960,423,Daminozide
7961,423,Danazol
7962,423,"Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)"
7963,423,Daunomycin
7964,423,Daunorubicin hydrochloride
7965,423,DDD (Dichlorodiphenyl-dichloroethane)
7966,423,DDE (Dichlorodiphenyl-dichloroethylene)
7967,423,DDT (Dichlorodiphenyl-trichloroethane)
7968,423,DDVP (Dichlorvos)
7969,423,Demeclocycline hydrochloride (internal use)
7970,423,Des-ethyl atrazine (DEA)
7971,423,Des-isopropyl atrazine (DIA)
7972,423,Diazepam
7973,423,Diazoaminobenzene
7974,423,Diazoxide
7975,423,"Dibenz[a,c]anthracene"
7976,423,"Dibenz[a,h]acridine"
7977,423,"Dibenz[a,h]anthracene"
7978,423,"Dibenz[a,j]acridine"
7979,423,"Dibenz[a,j]anthracene"
7980,423,Dibenzanthracenes
7981,423,"Dibenzo[a,e]pyrene"
7982,423,"Dibenzo[a,h]pyrene"
7983,423,"Dibenzo[a,i]pyrene"
7984,423,"Dibenzo[a,l]pyrene"
7985,423,Dibromoacetic acid
7986,423,Dibromoacetonitrile
7987,423,Dichloroacetic acid
7988,423,Dichloromethane (Methylene chloride)
7989,423,Dichlorophene
7990,423,Dichlorphenamide
7991,423,Diclofop-methyl
7992,423,Dicumarol
7993,423,Dieldrin
7994,423,Diepoxybutane
7995,423,Diesel engine exhaust
7996,423,Diethanolamine
7997,423,Diethyl sulfate
7998,423,Diethylstilbestrol (DES)
7999,423,Diflunisal
8000,423,Diglycidyl resorcinol ether (DGRE)
8001,423,Dihydroergotamine mesylate
8002,423,Dihydrosafrole
8003,423,Diisopropyl sulfate
8004,423,Diltiazem hydrochloride
8005,423,Dimethyl sulfate
8006,423,Dimethylcarbamoyl chloride
8007,423,Dimethylvinylchloride
8008,423,Dinitrotoluene (technical grade)
8009,423,"Dinitrotoluene mixture, 2,4-/2,6-"
8010,423,Dinocap
8011,423,Dinoseb
8012,423,Di-n-propyl isocinchomeronate (MGK Repellent 326)
8013,423,Diphenylhydantoin (Phenytoin)
8014,423,"Diphenylhydantoin (Phenytoin), sodium salt"
8015,423,Direct Black 38 (technical grade)
8016,423,Direct Blue 6 (technical grade)
8017,423,Direct Brown 95 (technical grade)
8018,423,Disodium cyanodithioimidocarbonate
8019,423,Disperse Blue 1
8020,423,Diuron
8021,423,Doxorubicin hydrochloride (Adriamycin)
8022,423,Doxycycline (internal use)
8023,423,Doxycycline calcium (internal use)
8024,423,Doxycycline hyclate (internal use)
8025,423,Doxycycline monohydrate (internal use)
8026,423,Emissions from combustion of coal
8027,423,Emissions from high-temperature unrefined rapeseed oil
8028,423,Endrin
8029,423,Environmental tobacco smoke (ETS)
8030,423,Epichlorohydrin
8031,423,Epoxiconazole
8032,423,Ergotamine tartrate
8033,423,Erionite
8034,423,Estradiol 17B
8035,423,Estragole
8036,423,Estrogen-progestogen (combined) used as menopausal therapy
8037,423,"Estrogens, steroidal"
8038,423,Estrone
8039,423,Estropipate
8040,423,Ethanol in alcoholic beverages
8041,423,Ethinylestradiol
8042,423,Ethionamide
8043,423,Ethoprop
8044,423,Ethyl acrylate
8045,423,Ethyl alcohol in alcoholic beverages
8046,423,Ethyl dipropylthiocarbamate
8047,423,Ethyl methanesulfonate
8048,423,"Ethyl-4,4'-dichlorobenzilate"
8049,423,Ethylbenzene
8050,423,Ethylene dibromide
8051,423,"Ethylene dichloride (1,2-Dichloroethane)"
8052,423,Ethylene glycol (ingested)
8053,423,Ethylene glycol monoethyl ether
8054,423,Ethylene glycol monoethyl ether acetate
8055,423,Ethylene glycol monomethyl ether
8056,423,Ethylene glycol monomethyl ether acetate
8057,423,Ethylene oxide
8058,423,Ethylene thiourea
8059,423,Ethyleneimine (Aziridine)
8060,423,Etodolac
8061,423,Etoposide
8062,423,Etoposide in combination with cisplatin and bleomycin
8063,423,Etretinate
8064,423,Fenoxaprop ethyl
8065,423,Fenoxycarb
8066,423,Filgrastim
8067,423,Fluazifop butyl
8068,423,Flunisolide
8069,423,Fluorouracil
8070,423,Fluoxymesterone
8071,423,Flurazepam hydrochloride
8072,423,Flurbiprofen
8073,423,Flutamide
8074,423,Fluticasone propionate
8075,423,Fluvalinate
8076,423,Folpet
8077,423,Fumonisin B1
8078,423,Furan
8079,423,Furazolidone
8080,423,Furfuryl alcohol
8081,423,Furmecyclox
8082,423,Fusarin C
8083,423,Gallium arsenide
8084,423,Ganciclovir
8085,423,Ganciclovir sodium
8086,423,Gasoline engine exhaust (condensates/extracts)
8087,423,Gemfibrozil
8088,423,Glass wool fibers (inhalable and biopersistent)
8089,423,"Glu-P-1 (2-Amino-6-methyldipyrido[1,2- a:3',2'-d]imidazole)"
8090,423,"Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)"
8091,423,Glycidaldehyde
8092,423,Glycidol
8093,423,Glyphosate
8094,423,Goldenseal root powder
8095,423,Goserelin acetate
8096,423,Griseofulvin
8097,423,Gyromitrin (Acetaldehyde methylformylhydrazone)
8098,423,Halazepam
8099,423,Halobetasol propionate
8100,423,Haloperidol
8101,423,Halothane
8102,423,HC Blue 1
8103,423,Heptachlor
8104,423,Heptachlor epoxide
8105,423,Herbal remedies containing plant species of the genus Aristolochia
8106,423,Hexachlorobenzene
8107,423,Hexachlorobutadiene
8108,423,Hexachlorocyclohexane (alpha isomer)
8109,423,Hexachlorocyclohexane (beta isomer)
8110,423,Hexachlorocyclohexane (gamma isomer)
8111,423,Hexachlorocyclohexane (technical grade)
8112,423,Hexachlorodibenzodioxin
8113,423,Hexachloroethane
8114,423,Hexafluoroacetone
8115,423,Hexamethylphosphoramide
8116,423,Histrelin acetate
8117,423,Hydramethylnon
8118,423,Hydrazine
8119,423,Hydrazine sulfate
8120,423,"Hydrazobenzene (1,2-Diphenylhydrazine)"
8121,423,Hydrogen cyanide
8122,423,Hydrogen cyanide (HCN) and cyanide salts (CN salts)
8123,423,Hydroxyurea
8124,423,Idarubicin hydrochloride
8125,423,Ifosfamide
8126,423,Imazalil
8127,423,"Indeno[1,2,3-cd]pyrene"
8128,423,Indium phosphide
8129,423,Indium tin oxide
8130,423,Iodine-131
8131,423,Iprodione
8132,423,Iprovalicarb
8133,423,"IQ (2-Amino-3-methylimidazo[4,5-f] quinoline)"
8134,423,Iron dextran complex
8135,423,Isobutyl nitrite
8136,423,Isoprene
8137,423,Isopyrazam
8138,423,Isotretinoin
8139,423,Isoxaflutole
8140,423,Kresoxim-methyl
8141,423,Lactofen
8142,423,Lasiocarpine
8143,423,Leather dust
8144,423,leucomalachite green
8145,423,Leuprolide acetate
8146,423,Levodopa
8147,423,Levonorgestrel implants
8148,423,Lindane and other hexachlorocyclohexane isomers
8149,423,Linuron
8150,423,Lithium carbonate
8151,423,Lithium citrate
8152,423,Lorazepam
8153,423,Lovastatin
8154,423,Lynestrenol
8155,423,Malathion
8156,423,"Malonaldehyde, sodium salt"
8157,423,Mancozeb
8158,423,Maneb
8159,423,m-Dinitrobenzene
8160,423,Mebendazole
8161,423,Medroxyprogesterone acetate
8162,423,Megestrol acetate
8163,423,"MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)"
8164,423,Melphalan
8165,423,Menotropins
8166,423,Mepanipyrim
8167,423,Meprobamate
8168,423,Mercaptopurine
8169,423,Mercury and mercury compounds
8170,423,Merphalan
8171,423,Mestranol
8172,423,Metam potassium
8173,423,Methacycline hydrochloride
8174,423,Metham sodium
8175,423,Methanol
8176,423,Methazole
8177,423,Methimazole
8178,423,Methotrexate
8179,423,Methotrexate sodium
8180,423,"Methyl bromide, as a structural fumigant"
8181,423,Methyl carbamate
8182,423,Methyl chloride
8183,423,Methyl iodide
8184,423,Methyl isobutyl ketone
8185,423,Methyl isobutyl ketone (MIBK)
8186,423,Methyl isocyanate (MIC)
8187,423,Methyl mercury
8188,423,Methyl methanesulfonate
8189,423,Methylazoxymethanol
8190,423,Methylazoxymethanol acetate
8191,423,Methyleugenol
8192,423,Methylhydrazine
8193,423,Methylhydrazine and its salts
8194,423,Methylhydrazine sulfate
8195,423,Methylmercury compounds
8196,423,Methyl-n-butyl ketone
8197,423,Methyltestosterone
8198,423,Methylthiouracil
8199,423,Metiram
8200,423,Metronidazole
8201,423,Michler's ketone
8202,423,Midazolam hydrochloride
8203,423,Minocycline hydrochloride (internal use)
8204,423,Mirex
8205,423,Misoprostol
8206,423,Mitomycin C
8207,423,Mitoxantrone hydrochloride
8208,423,Molinate
8209,423,Molybdenum trioxide
8210,423,MON 13900 (furilazole)
8211,423,"MON 4660 (dichloroacetyl-1-oxa-4-azaspiro(4,5)-decane"
8212,423,Monocrotaline
8213,423,Mustard Gas
8214,423,MX (3-chloro-4-dichloromethyl-5-hydroxy-2(5H)-furanone)
8215,423,Myclobutanil
8216,423,"N,N-Bis(2-chloroethyl)-2-naphthylamine (Chlornapazine)"
8217,423,"N,N'-Diacetylbenzidine"
8218,423,"N,N-Dimethylacetamide"
8219,423,"N,N-Dimethylformamide"
8220,423,"N,N-Dimethyl-p-toluidine"
8221,423,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide
8222,423,Nabam
8223,423,Nafarelin acetate
8224,423,Nafenopin
8225,423,Nalidixic acid
8226,423,Naphthalene
8227,423,N-Carboxymethyl-N-nitrosourea
8228,423,Neomycin sulfate (internal use)
8229,423,Netilmicin sulfate
8230,423,n-Hexane
8231,423,Nickel (Metallic)
8232,423,Nickel acetate
8233,423,Nickel carbonate
8234,423,Nickel carbonyl
8235,423,Nickel compounds
8236,423,Nickel hydroxide
8237,423,Nickel oxide
8238,423,Nickel subsulfide
8239,423,Nickelocene
8240,423,Nicotine
8241,423,Nifedipine
8242,423,Nimodipine
8243,423,Niridazole
8244,423,Nitrapyrin
8245,423,Nitrilotriacetic acid
8246,423,"Nitrilotriacetic acid, trisodium salt monohydrate"
8247,423,Nitrobenzene
8248,423,Nitrofen (technical grade)
8249,423,Nitrofurantoin
8250,423,Nitrofurazone
8251,423,Nitrogen mustard (Mechlorethamine)
8252,423,Nitrogen mustard N-oxide
8253,423,Nitrogen mustard N-oxide hydrochloride
8254,423,Nitromethane
8255,423,Nitrous oxide
8256,423,N-Methyl-N'-nitro-N-nitrosoguanidine
8257,423,N-Methylolacrylamide
8258,423,N-Methylpyrrolidone
8259,423,N-Nitrosodiethanolamine
8260,423,N-Nitrosodiethylamine
8261,423,N-Nitrosodimethylamine
8262,423,N-Nitrosodi-n-butylamine
8263,423,N-Nitrosodi-n-propylamine
8264,423,N-Nitrosodiphenylamine
8265,423,N-Nitrosomethylethylamine
8266,423,N-Nitrosomethyl-n-butylamine
8267,423,N-Nitrosomethyl-n-decylamine
8268,423,N-Nitrosomethyl-n-dodecylamine
8269,423,N-Nitrosomethyl-n-heptylamine
8270,423,N-Nitrosomethyl-n-hexylamine
8271,423,N-Nitrosomethyl-n-nonylamine
8272,423,N-Nitrosomethyl-n-octylamine
8273,423,N-Nitrosomethyl-n-pentylamine
8274,423,N-Nitrosomethyl-n-propylamine
8275,423,N-Nitrosomethyl-n-tetradecylamine
8276,423,N-Nitrosomethyl-n-undecylamine
8277,423,N-Nitrosomethylvinylamine
8278,423,N-Nitrosomorpholine
8279,423,N-Nitroso-N-ethylurea
8280,423,N-Nitroso-N-methylurea
8281,423,N-Nitroso-N-methylurethane
8282,423,N-Nitrosonornicotine
8283,423,N-Nitrosopiperidine
8284,423,N-Nitrosopyrrolidine
8285,423,N-Nitrososarcosine
8286,423,Norethisterone (Norethindrone)
8287,423,Norethisterone (Norethindrone) /Ethinyl estradiol
8288,423,Norethisterone (Norethindrone) /Mestranol
8289,423,Norethisterone acetate (Norethindrone acetate)
8290,423,Norethynodrel
8291,423,Norgestrel
8292,423,"o,p'-DDT"
8293,423,o-Aminoazotoluene
8294,423,o-Anisidine
8295,423,o-Anisidine hydrochloride
8296,423,Ochratoxin A
8297,423,o-Dinitrobenzene
8298,423,Oil Orange SS
8299,423,o-Nitroanisole
8300,423,o-Nitrotoluene
8301,423,o-Phenylenediamine
8302,423,o-Phenylenediamine and its salts
8303,423,o-Phenylenediamine dihydochloride
8304,423,"o-Phenylphenate, sodium"
8305,423,o-Phenylphenol
8306,423,"Oral contraceptives, combined"
8307,423,"Oral contraceptives, sequential"
8308,423,Oryzalin
8309,423,o-Toluidine
8310,423,o-Toluidine hydrochloride
8311,423,Oxadiazon
8312,423,Oxazepam
8313,423,Oxydemeton methyl
8314,423,Oxymetholone
8315,423,Oxytetracycline (internal use)
8316,423,Oxytetracycline hydrochloride (internal use)
8317,423,Oxythioquinox (Chinomethionat)
8318,423,"p,p'-DDT"
8319,423,"p-a,a,a-Tetrachlorotoluene"
8320,423,Paclitaxel
8321,423,p-Aminoazobenzene
8322,423,"p-chloro-α,α,α-trifluorotoluene (para-Chlorobenzotrifluoride, PCBTF)"
8323,423,Panfuran S
8324,423,para-Nitroanisole
8325,423,Paramethadione
8326,423,Parathion
8327,423,p-Chloroaniline
8328,423,p-Chloroaniline hydrochloride
8329,423,p-Chloro-o-toluidine
8330,423,"p-Chloro-o-toluidine, hydrochloride"
8331,423,"p-Chloro-o-toluidine, strong acid salts of"
8332,423,p-Cresidine
8333,423,p-Dichlorobenzene
8334,423,p-Dinitrobenzene
8335,423,Penicillamine
8336,423,pentabromodiphenyl ether mixture [DE-71 (technical grade)]
8337,423,Pentachlorophenol
8338,423,Pentobarbital sodium
8339,423,Pentosan polysulfate sodium
8340,423,Pentostatin
8341,423,Perfluorooctane sulfonate (PFOS)
8342,423,Perfluorooctanoic acid (PFOA)
8343,423,Pertuzumab
8344,423,Phenacemide
8345,423,Phenacetin
8346,423,Phenazopyridine
8347,423,Phenazopyridine hydrochloride
8348,423,Phenesterin
8349,423,Phenobarbital
8350,423,Phenolphthalein
8351,423,Phenoxybenzamine
8352,423,Phenoxybenzamine hydrochloride
8353,423,Phenprocoumon
8354,423,Phenyl glycidyl ether
8355,423,Phenylhydrazine
8356,423,Phenylhydrazine and its salts
8357,423,Phenylhydrazine hydrochloride
8358,423,Phenylphosphine
8359,423,"PhiP(2-Amino-1-methyl-6-phenylimidazol[4,5-b]pyridine)"
8360,423,Pimozide
8361,423,Pioglitazone
8362,423,Pipobroman
8363,423,Pirimicarb
8364,423,Plicamycin
8365,423,p-Nitrosodiphenylamine
8366,423,Polybrominated biphenyls
8367,423,Polychlorinated biphenyls
8368,423,Polychlorinated dibenzofurans
8369,423,Polychlorinated dibenzo-p-dioxins
8370,423,Polygeenan
8371,423,Ponceau 3R
8372,423,Ponceau MX
8373,423,Potassium bromate
8374,423,Potassium cyanide
8375,423,Potassium dimethyldithiocarbamate
8376,423,Pravastatin sodium
8377,423,Prednisolone sodium phosphate
8378,423,Primidone
8379,423,Procarbazine
8380,423,Procarbazine hydrochloride
8381,423,Procymidone
8382,423,Progesterone
8383,423,Pronamide
8384,423,Propachlor
8385,423,Propargite
8386,423,Propazine
8387,423,Propoxur
8388,423,Propylene glycol mono-t-butyl ether
8389,423,Propylene oxide
8390,423,Propylthiouracil
8391,423,Pulegone
8392,423,Pymetrozine
8393,423,Pyridine
8394,423,Pyrimethamine
8395,423,Quazepam
8396,423,Quinoline and its strong acid salts
8397,423,Quizalofop-ethyl
8398,423,Radionuclides
8399,423,Reserpine
8400,423,Residual (heavy) fuel oils
8401,423,Resmethrin
8402,423,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
8403,423,Ribavirin
8404,423,Riddelliine
8405,423,Rifampin
8406,423,"S,S,S-Tributyl phosphorotrithioate (Tribufos, DEF)"
8407,423,Safrole
8408,423,"Salted fish, Chinese-style"
8409,423,Secobarbital sodium
8410,423,Sedaxane
8411,423,Selenium sulfide
8412,423,Sermorelin acetate
8413,423,Shale-oils
8414,423,"Silica, crystalline (airborne particles of respirable size)"
8415,423,Simazine
8416,423,Sodium cyanide
8417,423,Sodium dimethyldithiocarbamate
8418,423,Sodium fluoroacetate
8419,423,"Soots, tars, and mineral oils (untreated and mildly treated oils and used engine oils)"
8420,423,Spirodiclofen
8421,423,Spironolactone
8422,423,Stanozolol
8423,423,Sterigmatocystin
8424,423,Streptomycin sulfate
8425,423,Streptozocin (streptozotocin)
8426,423,Streptozotocin (streptozocin)
8427,423,Strong inorganic acid mists containing sulfuric acid
8428,423,Styrene
8429,423,Styrene oxide
8430,423,Sulfallate
8431,423,Sulfasalazine (Salicylazosulfapyridine)
8432,423,Sulfur dioxidee
8433,423,Sulindac
8434,423,Talc containing asbestiform fibers
8435,423,Tamoxifen and its salts
8436,423,Tamoxifen citrate
8437,423,Temazepam
8438,423,Teniposide
8439,423,Terbacil
8440,423,Teriparatide
8441,423,Terrazole
8442,423,Testosterone and its esters
8443,423,Testosterone cypionate
8444,423,Testosterone enanthate
8445,423,Tetrabromobisphenol A
8446,423,Tetrachloroethylene (Perchloroethylene)
8447,423,Tetrachlorvinphos
8448,423,Tetracycline (internal use)
8449,423,Tetracycline hydrochloride (internal use)
8450,423,Tetracyclines (internal use)
8451,423,Tetrafluoroethylene
8452,423,Tetrahydrofuran
8453,423,Tetranitromethane
8454,423,Thalidomide
8455,423,Thioacetamide
8456,423,Thiodicarb
8457,423,Thioguanine
8458,423,Thiophanate methyl
8459,423,Thiouracil
8460,423,Thiourea
8461,423,Thorium dioxide
8462,423,"Titanium dioxide (airborne, unbound particles of respirable size)"
8463,423,Tobacco smoke
8464,423,Tobacco smoke (primary)
8465,423,"Tobacco, oral use of smokeless products"
8466,423,Tobramycin sulfate
8467,423,Toluene
8468,423,Toluene diisocyanate
8469,423,Topiramate
8470,423,Toxaphene (Polychlorinated camphenes)
8471,423,Toxins derived from Fusarium moniliforme (Fusarium verticillioides)
8472,423,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)vinyl]-1,3,4-oxadiazole"
8473,423,Treosulfan
8474,423,Triadimefon
8475,423,Triamterene
8476,423,Triazolam
8477,423,Tributyltin methacrylate
8478,423,Trichlormethine (Trimustine hydrochloride)
8479,423,Trichloroacetic acid
8480,423,Trichloroethylene
8481,423,Trientine hydrochloride
8482,423,Triforine
8483,423,Trilostane
8484,423,TRIM® VX
8485,423,Trimethadione
8486,423,Trimethyl phosphate
8487,423,"Trimethylolpropane triacrylate, technical grade"
8488,423,Trimetrexate glucuronate
8489,423,Triphenyltin hydroxide
8490,423,"Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)"
8491,423,Tris(1-aziridinyl)phosphine sulfide (Thiotepa)
8492,423,"Tris(2,3-dibromopropyl)phosphate"
8493,423,Tris(2-chloroethyl) phosphate
8494,423,Tris(aziridinyl)-p-benzoquinone (Triaziquone)
8495,423,Trp-P-1 (Tryptophan-P-1)
8496,423,Trp-P-2 (Tryptophan-P-2)
8497,423,Trypan blue (commercial grade)
8498,423,Unleaded gasoline (wholly vaporized)
8499,423,Uracil mustard
8500,423,Urethane (Ethyl carbamate)
8501,423,Urofollitropin
8502,423,Valproate (Valproic acid)
8503,423,Vinblastine sulfate
8504,423,Vinclozolin
8505,423,Vincristine sulfate
8506,423,Vinyl bromide
8507,423,Vinyl chloride
8508,423,Vinyl cyclohexene dioxide (4-Vinyl-1-cyclohexene diepoxide)
8509,423,Vinyl fluoride
8510,423,"Vinyl trichloride (1,1,2-Trichloroethane)"
8511,423,"Vinylidene chloride (1,1-Dichloroethylene)"
8512,423,Warfarin
8513,423,Wood dust
8514,423,Zalcitabine
8515,423,Zidovudine (AZT)
8516,423,Zileuton
8517,423,α-Methyl styrene (alpha-Methylstyrene)
8518,423,Gentian violet (Crystal violet)
8519,423,N-Nitrosohexamethyleneimine
8520,423,Nickel (soluble compounds)
8521,423,Alcoholic beverages
8522,423,"Alcoholic beverages, when associated with alcohol abuse"
8523,423,2-Amino-4-chlorophenol
8524,423,Angiotensin converting enzyme  (ACE) inhibitors
8525,423,Anthracene
8526,423,"N,N-Bis(2-chloroethyl)-2-naphthylamine  (Chlornapazine)"
8527,423,"Bis(2-chloro-1-methylethyl)ether,  technical grade"
8528,423,Bisphenol S (BPS)
8529,423,1-Bromo-3-chloropropane
8530,423,1-Butyl glycidyl ether
8531,423,Coal-tar pitch
8532,423,Coconut oil diethanolamine condensate (cocamide diethanolamine)
8533,423,"1,4-Dichloro-2-nitrobenzene"
8534,423,"2,4-Dichloro-1-nitrobenzene"
8535,423,Adultb
8536,423,"Infant boys, age 29 days to 24 monthsb"
8537,423,"Neonatal infant boys, age 0 to 28 daysb"
8538,423,Dimethyl hydrogen phosphite
8539,423,Fluoro-edenite fibrous amphibole
8540,423,Glycidyl methacrylate
8541,423,Cyanide salts that readily dissociate in solution (expressed as cyanide)f
8542,423,Hydrogen cyanidef
8543,423,Sodium cyanidef
8544,423,Potassium cyanidef
8545,423,"Me-A-alpha-C (2-Amino-3-methyl-9H-pyrido[2,3-b]indole)"
8546,423,"MeIQx (2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline)"
8547,423,Methyl acrylate
8548,423,MOPP (vincristine-prednisone-nitrogen mustard-procarbazine mixture)
8549,423,5-(Morpholinomethyl)-3-[(5-nitrofurfuryl-idene)-amino]-2-oxazolidinone
8550,423,Nickel refinery dust from the pyrometallurgical process
8551,423,Nitrogen mustard hydrochloride (Mechlorethamine hydrochloride)
8552,423,Palygorskite fibers (> 5µm in length)
8553,423,Pentachlorophenol and by-products of its synthesis (complex mixture)
8554,423,Perfluorononanoic acid (PFNA) and its salts
8555,423,Perfluorooctane sulfonic acid (PFOS) and its salts and transformation and degradation precursors
8556,423,o-Phenylenediamine dihydrochloride
8557,423,Polychlorinated biphenyls (containing 60 or more percent chlorine by molecular weight)
8558,423,Silicon carbide whiskers
8559,423,Vanadium pentoxide (orthorhombic crystalline form)
8560,423,"Vinylidene chloride _x000D__x000D_
(1,1-Dichloroethylene)"
8561,423,Vismodegib
8562,423,Vinyl acetate
8563,424,EPA Establishment Number
8564,424,EPA Registration Number
8565,425,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8566,425,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8567,425,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8568,426,EPA Establishment Number
8569,426,EPA Registration Number
8570,426,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8571,426,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8572,426,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8573,427,EPA Establishment Number
8574,427,EPA Registration Number
8575,427,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8576,427,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8577,427,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8578,428,EPA Establishment Number
8579,428,EPA Registration Number
8580,428,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8581,428,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8582,428,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8583,429,EPA Establishment Number
8584,429,EPA Registration Number
8585,429,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8586,429,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8587,429,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8588,430,EPA Establishment Number
8589,430,EPA Registration Number
8590,430,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8591,430,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8592,430,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8593,431,EPA Establishment Number
8594,431,EPA Registration Number
8595,431,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8596,431,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8597,431,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8598,432,EPA Establishment Number
8599,432,EPA Registration Number
8600,432,"This product is a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act"
8601,432,"This product is not a pesticide or pesticide device, as defined under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8602,432,"This product qualifies for an exemption from registration under the U.S. Federal Insecticide, Fungicide, and Rodenticide Act."
8603,433,Product has a Supplier's Declaration of Conformity (SDoC) with the FCC Rules
8604,433,Product has an FCC ID
8605,433,"Product is an incidental radiator as defined by the FCC. It is not designed to intentionally use, generate or emit RF energy over 9 kHz. It does not require FCC RF equipment authorization"
8606,433,Product not capable of emitting radio frequency energy
8607,434,Product has a Supplier's Declaration of Conformity (SDoC) with the FCC Rules
8608,434,Product has an FCC ID
8609,434,"Product is an incidental radiator as defined by the FCC. It is not designed to intentionally use, generate or emit RF energy over 9 kHz. It does not require FCC RF equipment authorization"
8610,434,Product not capable of emitting radio frequency energy
8611,435,Product has a Supplier's Declaration of Conformity (SDoC) with the FCC Rules
8612,435,Product has an FCC ID
8613,435,"Product is an incidental radiator as defined by the FCC. It is not designed to intentionally use, generate or emit RF energy over 9 kHz. It does not require FCC RF equipment authorization"
8614,435,Product not capable of emitting radio frequency energy
8615,436,Product has a Supplier's Declaration of Conformity (SDoC) with the FCC Rules
8616,436,Product has an FCC ID
8617,436,"Product is an incidental radiator as defined by the FCC. It is not designed to intentionally use, generate or emit RF energy over 9 kHz. It does not require FCC RF equipment authorization"
